analysis_name,dataset_name,target_gene,clock_gene,significant,p_value,q_value,significant_after_fdr,effect_size_f2,effect_size_interpretation,significant_terms,tier
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tead1,Cry1,FALSE,0.34094736963501404,0.6721975753944717,FALSE,1.5452541859876827,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tead1,Cry2,FALSE,0.34362358488051736,0.6721975753944717,FALSE,1.545254185987676,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Axin2,Clock,FALSE,0.345329984729565,0.6721975753944717,FALSE,0.30282469473922213,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tead1,Clock,FALSE,0.3455715343917207,0.6721975753944717,FALSE,1.5452541859876836,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Axin2,Arntl,FALSE,0.34997791242000353,0.6721975753944717,FALSE,0.30282469473922163,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Axin2,Cry2,FALSE,0.3510991989568595,0.6721975753944717,FALSE,0.30282469473922075,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Axin2,Cry1,FALSE,0.35987752000745044,0.6721975753944717,FALSE,0.302824694739223,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Arntl,FALSE,0.36127818906836673,0.6721975753944717,FALSE,0.34168223981680024,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Per1,FALSE,0.36785960508125015,0.6721975753944717,FALSE,0.34168223981679713,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Cry1,FALSE,0.37396340733462363,0.6721975753944717,FALSE,0.34168223981680107,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Cry2,FALSE,0.376885388830555,0.6721975753944717,FALSE,0.3416822398167998,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Clock,FALSE,0.37903127845480356,0.6721975753944717,FALSE,0.34168223981680107,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Nr1d2,FALSE,0.38485784005527535,0.6721975753944717,FALSE,0.3416822398167998,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Nr1d1,FALSE,0.39319618122766986,0.6721975753944717,FALSE,0.34168223981679857,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Lgr5,Per2,FALSE,0.399333901472648,0.6721975753944717,FALSE,0.34168223981679857,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Per2,FALSE,0.4027990865661142,0.6721975753944717,FALSE,0.23958693312577864,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Nr1d1,FALSE,0.403318545236683,0.6721975753944717,FALSE,0.23958693312577714,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Nr1d2,FALSE,0.42631969091761146,0.6867122804023028,FALSE,0.23958093417025345,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Per2,FALSE,0.459259898986196,0.6867122804023028,FALSE,0.23958093417025328,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Nr1d1,FALSE,0.45973244144977343,0.6867122804023028,FALSE,0.239580934170256,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Per1,FALSE,0.4678742367887594,0.6867122804023028,FALSE,0.23958093417025345,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Arntl,FALSE,0.47353809963310667,0.6867122804023028,FALSE,0.2395869331257762,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Cry1,FALSE,0.4757152229007975,0.6867122804023028,FALSE,0.2395869331257747,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Cry2,FALSE,0.4784718287612195,0.6867122804023028,FALSE,0.23958693312577395,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Clock,FALSE,0.48069859628161193,0.6867122804023028,FALSE,0.23958693312577375,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tead1,Per2,FALSE,0.4928032654999148,0.6916537059647927,FALSE,1.5452541859876783,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tead1,Nr1d1,FALSE,0.5182173179846021,0.7147825075649684,FALSE,1.545254185987676,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Clock,FALSE,0.5719830503932766,0.7342119930856174,FALSE,0.2395809341702529,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Per1,FALSE,0.5777177543932446,0.7342119930856174,FALSE,0.23958693312577564,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Cry2,FALSE,0.5782895549602021,0.7342119930856174,FALSE,0.2395809341702538,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Nr1d2,FALSE,0.5802569125530628,0.7342119930856174,FALSE,0.7602935016485199,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Nr1d1,FALSE,0.5822710612912383,0.7342119930856174,FALSE,0.7602935016485173,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Cry1,FALSE,0.5878512155559159,0.7342119930856174,FALSE,0.23958093417025308,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Per2,FALSE,0.5965472443820641,0.7342119930856174,FALSE,0.7602935016485199,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Per1,FALSE,0.6345755545108096,0.7467697645861164,FALSE,0.7602935016485238,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Per2,FALSE,0.6461814139672573,0.7467697645861164,FALSE,0.2515319686831053,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Atm,Arntl,FALSE,0.6587712494821272,0.7467697645861164,FALSE,0.239580934170254,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Nr1d1,FALSE,0.6590227142509555,0.7467697645861164,FALSE,0.2515319686831053,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Clock,FALSE,0.6648135720463726,0.7467697645861164,FALSE,0.2515319686831062,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Cry2,FALSE,0.6699776419352101,0.7467697645861164,FALSE,0.25153196868310634,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Cry1,FALSE,0.678092981904717,0.7467697645861164,FALSE,0.2515319686831056,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Hif1a,Nr1d2,FALSE,0.6814274101848312,0.7467697645861164,FALSE,0.23958693312577584,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Arntl,FALSE,0.7469529931355723,0.8075167493357538,FALSE,0.2515319686831048,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Clock,FALSE,0.855408456646904,0.8827211388010462,FALSE,0.7602935016485238,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Cry2,FALSE,0.8573622571379147,0.8827211388010462,FALSE,0.7602935016485199,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Arntl,FALSE,0.8581697054429158,0.8827211388010462,FALSE,0.7602935016485212,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bax,Cry1,FALSE,0.86065311033102,0.8827211388010462,FALSE,0.7602935016485246,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Nr1d1,FALSE,0.984552715698185,0.996837291705921,FALSE,0.5009899698539823,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Per1,FALSE,0.996837291705921,0.996837291705921,FALSE,0.2515319686831048,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Arntl,FALSE,1,1,FALSE,0.2626372703142416,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Clock,FALSE,1,1,FALSE,0.26263727031424144,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Per1,FALSE,1,1,FALSE,0.2626372703142413,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Cry2,FALSE,1,1,FALSE,0.26263727031424056,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Nr1d1,FALSE,1,1,FALSE,0.2626372703142416,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Nr1d2,FALSE,1,1,FALSE,0.2626372703142409,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Per2,FALSE,1,1,FALSE,0.08679484753929917,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Arntl,FALSE,1,1,FALSE,0.08679484753929903,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Per1,FALSE,1,1,FALSE,0.08679484753930015,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Cry1,FALSE,1,1,FALSE,0.08679484753929986,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Cry2,FALSE,1,1,FALSE,0.08679484753929945,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Nr1d1,FALSE,1,1,FALSE,0.08679484753929986,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Nr1d2,FALSE,1,1,FALSE,0.08679484753930015,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Per2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Arntl,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Clock,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Per1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Cry1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Cry2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Nr1d1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Cdkn1a,Nr1d2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Arntl,FALSE,1,1,FALSE,0.19175567199042218,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Clock,FALSE,1,1,FALSE,0.19175567199042154,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Per1,FALSE,1,1,FALSE,0.19175567199042284,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Cry1,FALSE,1,1,FALSE,0.19175567199042307,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Cry2,FALSE,1,1,FALSE,0.1917556719904224,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Nr1d1,FALSE,1,1,FALSE,0.19175567199042132,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Nr1d2,FALSE,1,1,FALSE,0.19175567199042307,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Per2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Arntl,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Clock,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Per1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Cry1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Cry2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Nr1d1,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Tp53,Nr1d2,FALSE,1,1,FALSE,,,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Per2,FALSE,1,1,FALSE,0.0649510265208285,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Arntl,FALSE,1,1,FALSE,0.0649510265208274,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Clock,FALSE,1,1,FALSE,0.06495102652082863,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Cry1,FALSE,1,1,FALSE,0.06495102652082972,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Cry2,FALSE,1,1,FALSE,0.06495102652082836,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Nr1d1,FALSE,1,1,FALSE,0.06495102652082876,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Nr1d2,FALSE,1,1,FALSE,0.06495102652082863,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Per2,FALSE,1,1,FALSE,0.5009899698539827,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Arntl,FALSE,1,1,FALSE,0.5009899698539827,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Clock,FALSE,1,1,FALSE,0.5009899698539827,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Per1,FALSE,1,1,FALSE,0.5009899698539817,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Cry1,FALSE,1,1,FALSE,0.5009899698539811,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Cry2,FALSE,1,1,FALSE,0.5009899698539819,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Bcl2,Nr1d2,FALSE,1,1,FALSE,0.500989969853983,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Per2,FALSE,1,1,FALSE,0.2809255097693977,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Clock,FALSE,1,1,FALSE,0.2809255097693977,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Per1,FALSE,1,1,FALSE,0.2809255097693986,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Cry1,FALSE,1,1,FALSE,0.2809255097693984,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Cry2,FALSE,1,1,FALSE,0.2809255097693986,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Nr1d1,FALSE,1,1,FALSE,0.280925509769398,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Nr1d2,FALSE,1,1,FALSE,0.2809255097693973,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Sirt1,Nr1d2,FALSE,1,1,FALSE,0.2515319686831056,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Per2,FALSE,1,1,FALSE,0.4184725092009856,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Arntl,FALSE,1,1,FALSE,0.418472509200987,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Clock,FALSE,1,1,FALSE,0.4184725092009872,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Per1,FALSE,1,1,FALSE,0.4184725092009854,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Cry1,FALSE,1,1,FALSE,0.4184725092009859,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Cry2,FALSE,1,1,FALSE,0.41847250920098494,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Nr1d1,FALSE,1,1,FALSE,0.4184725092009859,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Yap1,Nr1d2,FALSE,1,1,FALSE,0.41847250920098517,large,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Per2,FALSE,1,1,FALSE,0.26263727031424144,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Myc,Cry1,FALSE,1,1,FALSE,0.26263727031424305,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnd1,Clock,FALSE,1,1,FALSE,0.08679484753929945,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Ccnb1,Per2,FALSE,1,1,FALSE,0.19175567199042154,medium,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Chek2,Per1,FALSE,1,1,FALSE,0.0649510265208289,small,,EXPLORE
Full Analysis - GSE54650_Aorta_circadian,GSE54650_Aorta_circadian.csv,Pparg,Arntl,FALSE,1,1,FALSE,0.28092550976939823,medium,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Cry1,TRUE,0.019228777400338792,0.16677078183183758,FALSE,1.3175518000458477,large,R_n_1_cos;R_n_1_sin;R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Cry2,TRUE,0.01924250946225392,0.16677078183183758,FALSE,1.31755180004582,large,R_n_1_cos;R_n_1_sin;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Per1,TRUE,0.021195211728567642,0.16677078183183758,FALSE,1.3175518000458433,large,R_n_1_sin;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Nr1d1,TRUE,0.02224781639230944,0.16677078183183758,FALSE,1.3175518000458433,large,R_n_1_cos;R_n_1_sin;R_n_2_cos;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Arntl,TRUE,0.024001142592143587,0.16677078183183758,FALSE,1.3175518000458275,large,R_n_1_sin;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Nr1d2,TRUE,0.024002547211201986,0.16677078183183758,FALSE,1.317551800045807,large,R_n_1_sin;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Clock,TRUE,0.024005463850879316,0.16677078183183758,FALSE,1.3175518000458237,large,R_n_1_sin;R_n_2_cos;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Tead1,Per2,TRUE,0.026683325093094012,0.16677078183183758,FALSE,1.3175518000457882,large,R_n_1_sin;R_n_2_cos;R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Per2,FALSE,0.1295225242936553,0.6410753855137704,FALSE,1.3006244742066992,large,R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Nr1d1,FALSE,0.14184039138550109,0.6410753855137704,FALSE,1.3006244742066984,large,R_n_2_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Clock,FALSE,0.1646923681450847,0.6410753855137704,FALSE,1.3006244742067015,large,R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Arntl,FALSE,0.16855789221649076,0.6410753855137704,FALSE,1.3006244742067137,large,R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Nr1d2,FALSE,0.16959824800471957,0.6410753855137704,FALSE,1.3006244742067137,large,R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Cry1,FALSE,0.1801889913635515,0.6410753855137704,FALSE,1.3006244742067083,large,R_n_1_cos;R_n_2_cos,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Cry2,FALSE,0.1923226156541311,0.6410753855137704,FALSE,1.3006244742067108,large,R_n_1_sin,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Ccnd1,Per1,FALSE,0.22231407912943268,0.6947314972794771,FALSE,1.3006244742067168,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Per2,FALSE,0.24618637014863687,0.707520440419977,FALSE,0.6093434062962957,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Nr1d1,FALSE,0.26689468717607223,0.707520440419977,FALSE,0.6093434062962916,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Nr1d2,FALSE,0.3162822243465211,0.707520440419977,FALSE,0.6093434062962962,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Arntl,FALSE,0.31691742825357494,0.707520440419977,FALSE,0.6093434062962928,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Clock,FALSE,0.3195859615154024,0.707520440419977,FALSE,0.6093434062962939,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Cry1,FALSE,0.32211373146173017,0.707520440419977,FALSE,0.6093434062962946,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Per1,FALSE,0.3254594025931894,0.707520440419977,FALSE,0.6093434062962914,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Chek2,Cry2,FALSE,0.3998031316290538,0.832923190893862,FALSE,0.6093434062962901,large,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Mdm2,Cry2,FALSE,0.5984651337780953,0.9749443963978756,FALSE,0.15735193116416699,medium,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Mdm2,Clock,FALSE,0.6125131040215077,0.9749443963978756,FALSE,0.157351931164164,medium,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Mdm2,Per1,FALSE,0.6126363382164435,0.9749443963978756,FALSE,0.15735193116416138,medium,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Mdm2,Arntl,FALSE,0.6126569889020157,0.9749443963978756,FALSE,0.15735193116416418,medium,,EXPLORE
Full Analysis - GSE54650_Brainstem_circadian,GSE54650_Brainstem_circadian.csv,Mdm2,Nr1d2,FALSE,0.6127238793082039,0.9749443963978756,FALSE,0.15735193116416754,medium,,EXPLORE
